rep_population,regime,type,sex,regimetype,fly,size_mm
RP4,bCFM,1X,f,dCFM1X,27,1.015873016
RP4,bCFM,1X,f,dCFM1X,28,1.031746032
RP4,bCFM,1X,f,dCFM1X,29,1.015873016
RP4,bCFM,1X,f,dCFM1X,30,1
RP4,bCFM,1X,f,dCFM1X,31,1
RP4,bCFM,1X,f,dCFM1X,32,1.015873016
RP4,bCFM,1X,f,dCFM1X,33,0.984126984
RP4,bCFM,1X,m,gCFMm,1,0.857142857
RP4,bCFM,1X,m,gCFMm,2,0.841269841
RP4,bCFM,1X,m,gCFMm,3,0.873015873
RP4,bCFM,1X,m,gCFMm,4,0.857142857
RP4,bCFM,1X,m,gCFMm,5,0.857142857
RP4,bCFM,1X,m,gCFMm,6,0.857142857
RP4,bCFM,1X,m,gCFMm,7,0.873015873
RP4,bCFM,1X,m,gCFMm,8,0.873015873
RP4,bCFM,1X,m,gCFMm,9,0.857142857
RP4,bCFM,1X,m,gCFMm,10,0.873015873
RP4,bCFM,1X,m,gCFMm,11,0.857142857
RP4,bCFM,1X,m,gCFMm,12,0.841269841
RP4,bCFM,1X,m,gCFMm,13,0.873015873
RP4,bCFM,1X,m,gCFMm,14,0.841269841
RP4,bCFM,1X,m,gCFMm,15,0.857142857
RP4,bCFM,1X,m,gCFMm,16,0.857142857
RP4,bCFM,1X,m,gCFMm,17,0.857142857
RP4,bCFM,1X,m,gCFMm,18,0.857142857
RP4,bCFM,1X,m,gCFMm,19,0.857142857
RP4,bCFM,1X,m,gCFMm,20,0.825396825
RP4,bCFM,1X,m,gCFMm,21,0.841269841
RP4,bCFM,1X,m,gCFMm,22,0.857142857
RP4,bCFM,1X,m,gCFMm,23,0.857142857
RP4,bCFM,1X,m,gCFMm,24,0.857142857
RP4,bCFM,1X,m,gCFMm,25,0.857142857
RP4,bCFM,1X,m,gCFMm,26,0.841269841
RP4,bCFM,1X,m,gCFMm,27,0.873015873
RP4,bCFM,1X,m,gCFMm,28,0.857142857
RP4,bCFM,1X,m,gCFMm,29,0.857142857
RP4,bCFM,1X,m,gCFMm,30,0.841269841
RP4,bCFM,1X,m,gCFMm,31,0.857142857
RP4,bCFM,1X,m,gCFMm,32,0.857142857
RP4,cCwt,0X,f,eCwtf,1,0.952380952
RP4,cCwt,0X,f,eCwtf,2,0.952380952
RP4,cCwt,0X,f,eCwtf,3,0.952380952
RP4,cCwt,0X,f,eCwtf,4,0.952380952
RP4,cCwt,0X,f,eCwtf,5,0.952380952
RP4,cCwt,0X,f,eCwtf,6,1.031746032
RP4,cCwt,0X,f,eCwtf,7,0.952380952
RP4,cCwt,0X,f,eCwtf,8,0.952380952
RP4,cCwt,0X,f,eCwtf,9,0.952380952
RP4,cCwt,0X,f,eCwtf,10,0.952380952
RP4,cCwt,0X,f,eCwtf,11,1.015873016
RP4,cCwt,0X,f,eCwtf,12,0.952380952
RP4,cCwt,0X,f,eCwtf,13,0.952380952
RP4,cCwt,0X,f,eCwtf,14,0.952380952
RP4,cCwt,0X,f,eCwtf,15,0.952380952
RP4,cCwt,0X,f,eCwtf,16,0.952380952
RP4,cCwt,0X,f,eCwtf,17,0.952380952
RP4,cCwt,0X,f,eCwtf,18,0.952380952
RP4,cCwt,0X,f,eCwtf,19,0.952380952
RP4,cCwt,0X,f,eCwtf,20,0.952380952
RP4,cCwt,0X,f,eCwtf,21,1.015873016
RP4,cCwt,0X,f,eCwtf,22,0.952380952
RP4,cCwt,0X,f,eCwtf,23,0.984126984
RP4,cCwt,0X,f,eCwtf,24,1.015873016
RP4,cCwt,0X,f,eCwtf,25,1.031746032
RP4,cCwt,0X,f,eCwtf,26,0.952380952
RP4,cCwt,0X,f,eCwtf,27,0.952380952
RP4,cCwt,0X,f,eCwtf,28,0.952380952
RP4,cCwt,0X,f,eCwtf,29,1
RP4,cCwt,0X,f,eCwtf,30,0.952380952
RP4,cCwt,0X,f,eCwtf,31,1.015873016
RP4,cCwt,0X,f,eCwtf,32,0.952380952
RP4,cCwt,0X,m,hCwtm,1,0.841269841
RP4,cCwt,0X,m,hCwtm,2,0.841269841
RP4,cCwt,0X,m,hCwtm,3,0.793650794
RP4,cCwt,0X,m,hCwtm,4,0.793650794
RP4,cCwt,0X,m,hCwtm,5,0.857142857
RP4,cCwt,0X,m,hCwtm,6,0.857142857
RP4,cCwt,0X,m,hCwtm,7,0.857142857
RP4,cCwt,0X,m,hCwtm,8,0.793650794
RP4,cCwt,0X,m,hCwtm,9,0.793650794
RP4,cCwt,0X,m,hCwtm,10,0.841269841
RP4,cCwt,0X,m,hCwtm,11,0.793650794
RP4,cCwt,0X,m,hCwtm,12,0.857142857
RP4,cCwt,0X,m,hCwtm,13,0.841269841
RP4,cCwt,0X,m,hCwtm,14,0.793650794
RP4,cCwt,0X,m,hCwtm,15,0.841269841
RP4,cCwt,0X,m,hCwtm,16,0.857142857
RP4,cCwt,0X,m,hCwtm,17,0.841269841
RP4,cCwt,0X,m,hCwtm,18,0.857142857
RP4,cCwt,0X,m,hCwtm,19,0.793650794
RP4,cCwt,0X,m,hCwtm,20,0.857142857
RP4,cCwt,0X,m,hCwtm,21,0.841269841
RP4,cCwt,0X,m,hCwtm,22,0.857142857
RP4,cCwt,0X,m,hCwtm,23,0.793650794
RP4,cCwt,0X,m,hCwtm,24,0.793650794
RP4,cCwt,0X,m,hCwtm,25,0.825396825
RP4,cCwt,0X,m,hCwtm,26,0.857142857
RP4,cCwt,0X,m,hCwtm,27,0.793650794
RP4,cCwt,0X,m,hCwtm,28,0.793650794
RP4,cCwt,0X,m,hCwtm,29,0.793650794
RP4,cCwt,0X,m,hCwtm,30,0.793650794
RP4,cCwt,0X,m,hCwtm,31,0.841269841
RP4,cCwt,0X,m,hCwtm,32,0.825396825
RP4,cCwt,0X,m,hCwtm,33,0.841269841
RP4,cCwt,0X,m,hCwtm,34,0.857142857
RP4,cCwt,0X,m,hCwtm,35,0.841269841
RP4,cCwt,0X,m,hCwtm,36,0.825396825
RP4,cCwt,0X,m,hCwtm,37,0.793650794
RP4,cCwt,0X,m,hCwtm,38,0.857142857
